name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
calais,2023-01-11,12.3,8,10.5,12.3,3.7,9.4,7.8,83.8,6.846,100,45.83,rain,0,0,89.2,44.1,245.9,1010.4,85.1,13.7,43,3.7,2,10,2023-01-11T08:52:17,2023-01-11T17:08:56,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-12,11.3,10.1,10.8,11.3,10.1,10.8,9.4,91.3,9.62,100,62.5,rain,0,0,85.3,54.1,234.6,1006.8,98.5,6.2,11.6,0.9,1,10,2023-01-12T08:51:40,2023-01-12T17:10:21,0.68,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07002099999,C9694,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-13,10.2,8.7,9.6,10.2,4.9,6.7,4.9,72.3,0.941,100,8.33,rain,0,0,75.9,45.5,254.6,1010.3,78,13.6,44.2,4,2,10,2023-01-13T08:50:59,2023-01-13T17:11:49,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"07002099999,C9694,06400099999,07010099999,07003099999"
calais,2023-01-14,11.8,7.6,9.5,11.8,4.1,7.2,7.3,86.7,5.58,100,37.5,rain,0,0,79.9,44.2,220.3,1004.5,93.7,14,12,1.1,1,10,2023-01-14T08:50:15,2023-01-14T17:13:18,0.75,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07002099999,C9694,06400099999,07010099999,07003099999"
calais,2023-01-15,8.6,5.5,7.2,4.5,0.8,2.7,2.9,74.8,3.772,100,54.17,rain,0,0,77.6,42.3,246.5,1000.6,81.7,21.7,50.8,4.2,3,10,2023-01-15T08:49:29,2023-01-15T17:14:48,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"07002099999,C9694,06400099999,07010099999,07003099999"
calais,2023-01-16,5.7,2,4.8,3,-3.1,-0.2,2.5,85.5,19.743,100,62.5,"rain,snow",0,0,76,49.4,292.6,984,92.4,16.6,15.5,1.3,1,10,2023-01-16T08:48:39,2023-01-16T17:16:20,0.82,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07002099999,C9694,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-17,4.7,-2.3,1.1,3.6,-4.6,-1.1,-2.1,79.8,0,0,0,,0,0,33.5,18.4,292.4,989,78.2,19.2,33.8,3.1,2,10,2023-01-17T08:47:47,2023-01-17T17:17:54,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,07009099999,D8013,06400099999,07010099999,07003099999"
calais,2023-01-18,5.1,0.3,2.8,1.1,-3.7,-1.4,-0.5,78.9,0,0,0,,0,0,41,27.2,281.3,997.4,69.2,20.4,43,3.8,3,10,2023-01-18T08:46:52,2023-01-18T17:19:29,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-19,5.8,-0.5,2.9,3.7,-3.8,-0.2,-0.4,79.7,0,0,0,rain,0,0,39.3,25.9,286.8,1007.2,75.2,19.3,51.8,4.5,3,10,2023-01-19T08:45:55,2023-01-19T17:21:05,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,D8013,06400099999,07010099999,07003099999"
calais,2023-01-20,6.1,2.7,4.6,1.4,-1.6,-0.2,1.5,80.1,0.904,100,20.83,rain,0,0,58.9,37.8,319.2,1016.5,81.2,20.2,54,4.7,3,10,2023-01-20T08:44:54,2023-01-20T17:22:43,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-21,5.1,-0.9,1.8,2.1,-4.3,-1.6,-1.1,81.8,0,0,0,,0,0,44.2,25.4,87.4,1031.3,63.3,14.7,55,4.7,3,10,2023-01-21T08:43:51,2023-01-21T17:24:21,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,D8013,06400099999,07010099999,remote,07003099999"
calais,2023-01-22,6.3,-2.5,1.9,2.8,-4.8,-0.7,-0.8,82.9,0,0,0,,0,0,37.7,23.6,49.8,1034.5,93.8,13.6,25.6,2.2,1,10,2023-01-22T08:42:45,2023-01-22T17:26:01,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,E4195,07003099999"
calais,2023-01-23,4.5,1.9,2.9,2.2,-1.5,0.3,0.7,85.2,0,0,0,rain,0,0,26.1,14.9,101.2,1036.7,99.1,14.7,6.9,0.7,0,10,2023-01-23T08:41:37,2023-01-23T17:27:41,0.05,Overcast,Cloudy skies throughout the day.,cloudy,"07002099999,C9694,03797035047,07009099999,D8013,06400099999,07010099999,E4195,07003099999"
calais,2023-01-24,3.6,0.9,2.6,0.1,-2.1,-1,0.7,87.7,0,0,0,,0,0,40,21.9,89.6,1038.3,100,8.2,10.6,0.9,0,10,2023-01-24T08:40:27,2023-01-24T17:29:23,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-25,5.1,-0.1,1.8,1.9,-3.7,-1.3,0.5,91.4,1.201,100,16.67,rain,0,0,29.3,19.9,200.7,1033.2,100,4.8,14.8,1.2,1,10,2023-01-25T08:39:14,2023-01-25T17:31:05,0.12,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-26,9.1,6.2,7.6,5.8,1.9,3.4,5.2,85.6,7.904,100,62.5,rain,0,0,60,40.9,25.3,1026.9,92.5,16,32.7,2.8,2,10,2023-01-26T08:37:58,2023-01-26T17:32:48,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-27,7,4.4,5.6,2.9,0.3,1.4,2.1,78.2,1.479,100,20.83,rain,0,0,53.8,36.1,42.6,1028.4,98.4,19.3,30.8,2.6,2,10,2023-01-27T08:36:40,2023-01-27T17:34:32,0.19,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07002099999,C9694,C1037,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-28,6.1,2.9,4.3,6.1,1.3,3.2,0.9,78.5,0,0,0,rain,0,0,25.8,14.1,117.7,1031.1,98.8,16.8,48.2,4.1,3,10,2023-01-28T08:35:20,2023-01-28T17:36:17,0.25,Overcast,Cloudy skies throughout the day.,cloudy,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-29,8.6,3.9,5.9,5.6,1.8,3.1,2.9,81.6,0.003,100,4.17,rain,0,0,57.3,34.9,243.7,1027.6,97.3,19,35,3,2,10,2023-01-29T08:33:58,2023-01-29T17:38:02,0.25,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-30,8.8,2.9,7.3,5.7,1,3.8,4.1,80.8,0,0,0,,0,0,52.8,34.8,284.7,1024.2,71.6,18.9,48.9,4.2,3,10,2023-01-30T08:32:34,2023-01-30T17:39:47,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-01-31,9.6,2.9,6.8,6.2,-0.1,3.4,4.8,87,0,0,0,rain,0,0,56.6,39.1,252,1025.3,79.6,17.8,44.7,3.9,3,10,2023-01-31T08:31:07,2023-01-31T17:41:33,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-01,9.5,6,7.7,5.2,1.4,3.6,3.8,76.7,0,0,0,rain,0,0,65.4,41.5,266.6,1024.7,80.2,18.6,40.6,3.3,3,10,2023-02-01T08:29:39,2023-02-01T17:43:20,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-02,10.1,7.2,8.6,10.1,3.2,5.1,6,83.6,0,0,0,rain,0,0,63.1,40.7,258.8,1027.5,83.5,19.9,62,5.4,4,10,2023-02-02T08:28:08,2023-02-02T17:45:06,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-03,11.5,8.7,9.6,11.5,4.6,7.2,7.5,86.5,0,0,0,,0,0,60.1,39.4,253.5,1031.1,83.6,20.3,59.7,5,3,10,2023-02-03T08:26:36,2023-02-03T17:46:53,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-04,10.2,7.2,9,10.2,5.2,7.5,6.7,85.6,0,0,0,rain,0,0,25.5,16,278.5,1037.5,99.3,20.4,28,2.5,1,10,2023-02-04T08:25:01,2023-02-04T17:48:41,0.46,Overcast,Cloudy skies throughout the day.,cloudy,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-05,8.6,5,7.3,5.7,2.3,3.8,4.1,80.2,0.219,100,8.33,rain,0,0,56.8,39.1,9.7,1042.6,79.2,18.7,64.4,5.5,3,10,2023-02-05T08:23:25,2023-02-05T17:50:28,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-06,8.5,0.6,4.2,8.3,-1.3,2.8,2.4,88.7,0,0,0,,0,0,21.4,12.8,54.4,1042.2,53.4,12.6,69.2,6,3,10,2023-02-06T08:21:47,2023-02-06T17:52:16,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-02-07,6.4,-2.1,1.1,4.5,-4.4,-0.4,-0.9,87.4,0.186,100,12.5,"rain,snow",0,0,18.3,10.8,125.1,1039.1,23.5,8.6,71.4,6.1,4,10,2023-02-07T08:20:07,2023-02-07T17:54:03,0.56,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-08,7.7,-3.5,1.1,6.9,-5.6,-0.5,-2.7,78.5,0.179,100,8.33,rain,0,0,18,12.5,130.8,1035.7,6.1,10.6,80.7,7,4,10,2023-02-08T08:18:26,2023-02-08T17:55:51,0.59,Rain,Clear conditions throughout the day with rain in the morning and afternoon.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-09,7.6,-1,3.5,6.6,-4.2,1.2,0.8,82.4,0,0,0,rain,0,0,21.9,14.1,231.6,1033,65.8,13.9,49.3,4.1,2,10,2023-02-09T08:16:43,2023-02-09T17:57:39,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,E4195,07003099999"
calais,2023-02-10,9.8,2.7,6,6.5,1.2,3.4,4.3,89.6,0.009,100,4.17,rain,0,0,47.2,33.5,243.3,1037.1,73.8,10.4,82.4,7.2,4,10,2023-02-10T08:14:58,2023-02-10T17:59:27,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-11,9.9,6,8,8.7,3.2,5.9,6.5,89.5,0,0,0,rain,0,0,29.6,20.2,250.3,1036.9,95.1,16.3,29.7,2.5,1,10,2023-02-11T08:13:12,2023-02-11T18:01:15,0.7,Overcast,Cloudy skies throughout the day.,cloudy,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-12,8.3,6.1,7.2,7.7,4.2,6,4.9,86.1,0.003,100,4.17,rain,0,0,23.6,14.4,120.2,1038.2,100,10.4,21.5,1.9,1,10,2023-02-12T08:11:24,2023-02-12T18:03:02,0.73,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-13,11.2,1.4,5.9,11.2,1.4,4.6,4,88.4,0,0,0,,0,0,21.7,15.5,122,1035.2,47.8,5.9,84.7,7.4,4,10,2023-02-13T08:09:35,2023-02-13T18:04:50,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-14,12.6,-0.5,5.2,12.6,-2.2,3.9,3.3,88.4,0.01,100,8.33,"rain,snow",0,0,18.4,12.9,109.2,1031.9,6.6,4.1,94.2,8,4,10,2023-02-14T08:07:44,2023-02-14T18:06:37,0.8,"Snow, Rain",Clear conditions throughout the day with rain or snow.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-15,12.7,0.3,6.1,12.7,-1.8,4.6,2.1,78.5,0.181,100,8.33,rain,0,0,36.1,16.6,186,1025.4,57.9,9.1,80.4,6.9,4,10,2023-02-15T08:05:52,2023-02-15T18:08:25,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-16,11.5,8.2,9.6,11.5,5.7,8,7.7,88.4,0.051,100,25,rain,0,0,64.5,36,227.8,1022.4,99.5,8.1,33.5,2.9,2,10,2023-02-16T08:03:59,2023-02-16T18:10:12,0.87,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-17,10.8,9.2,10,10.8,5.2,8,9.4,95.8,0.015,100,12.5,rain,0,0,82,50.2,241.9,1022.7,99.7,7.7,74.5,6.6,4,10,2023-02-17T08:02:04,2023-02-17T18:11:59,0.9,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-18,11.1,9.4,10.2,11.1,5.6,9.1,8.8,91.4,0.009,100,12.5,rain,0,0,68.8,45,246.8,1022.6,99.1,10.5,56,4.7,3,10,2023-02-18T08:00:09,2023-02-18T18:13:46,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-19,10.6,7.7,9.2,10.6,4.2,6.5,6.6,83.8,0,0,0,rain,0,0,50.2,32.9,261.2,1026,70.6,18.1,94.4,8,4,10,2023-02-19T07:58:12,2023-02-19T18:15:32,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-20,8.9,7.8,8.2,4.9,3.6,4.1,6.9,91.2,0.185,100,8.33,rain,0,0,61.8,37.5,245.8,1025.1,96,15.4,78.5,6.8,4,10,2023-02-20T07:56:14,2023-02-20T18:17:19,0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-21,8.5,3.4,7.1,7.6,0.8,4.9,6.3,94.9,0.015,100,8.33,rain,0,0,45.1,28.1,226,1019.2,91.7,10,32.2,2.7,2,10,2023-02-21T07:54:15,2023-02-21T18:19:05,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-22,9.3,2.5,6.9,8.3,0.2,5.1,6.1,94.3,0.055,100,20.83,rain,0,0,33.9,21.2,230.6,1012.1,96.9,4.8,39.3,3.3,3,10,2023-02-22T07:52:14,2023-02-22T18:20:51,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-23,8.3,6.1,7.5,7.9,2,4.8,6.7,94.6,3.74,100,37.5,rain,0,0,45.5,28.6,36.6,1016.2,99.7,8.9,33,2.6,2,10,2023-02-23T07:50:13,2023-02-23T18:22:36,0.1,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,E4195,07003099999"
calais,2023-02-24,7.3,2.4,5.7,4.7,-0.3,2.6,3,82.5,0.206,100,16.67,rain,0,0,47.2,29.5,329.7,1013.1,96.1,18.1,54.1,4.6,3,10,2023-02-24T07:48:11,2023-02-24T18:24:22,0.14,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,D8013,06400099999,07010099999,E4195,07003099999"
calais,2023-02-25,7.3,3.9,5.6,2.7,-1,0.8,1.6,76,0.922,100,12.5,rain,0,0,55.8,35,19.4,1014.8,81.7,18.7,92.2,8,4,10,2023-02-25T07:46:08,2023-02-25T18:26:07,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-26,5.8,0.6,3.9,1.5,-2.6,-0.6,-2,66.7,0.038,100,20.83,"rain,snow",0,0,66.8,39.8,62.2,1024.7,80.6,20.5,71.8,6.3,3,10,2023-02-26T07:44:04,2023-02-26T18:27:52,0.2,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-27,6.6,0.2,3.8,1.8,-4.3,-0.6,-2,66.4,0,0,0,"rain,snow",0,0,51.3,33.9,70.5,1030,72.5,20.8,92.4,8.1,5,10,2023-02-27T07:41:59,2023-02-27T18:29:36,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-02-28,4.2,-1,1.7,0.9,-4.9,-1.9,-1.4,79.9,0.809,100,37.5,rain,0,0,36.7,24.7,79.1,1031,74.6,16.4,41.9,3.5,3,10,2023-02-28T07:39:54,2023-02-28T18:31:20,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,E4195,07003099999"
calais,2023-03-01,6.6,-1,3.2,2.4,-5,-0.9,-1.6,71.3,0,0,0,,0,0,44.1,30.4,59,1028,61.1,19.5,67.8,5.9,4,10,2023-03-01T07:37:47,2023-03-01T18:33:04,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-03-02,6.9,-0.7,3.4,2.8,-4.4,-0.3,0,78.8,0,0,0,,0,0,47.3,30.6,50.4,1024,30.3,14.4,109.9,9.3,5,10,2023-03-02T07:35:40,2023-03-02T18:34:48,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-03-03,7.6,3.4,5.4,4.2,0.2,1.9,2.3,80.6,0,0,0,rain,0,0,39.7,27.1,45,1026.8,85.1,21.3,88.9,7.6,4,10,2023-03-03T07:33:32,2023-03-03T18:36:31,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,remote,07003099999"
calais,2023-03-04,7,5.3,6,3.8,1.2,2.5,3.2,82.2,0.032,100,16.67,rain,0,0,36.8,23.4,7.2,1028,99.5,18.1,79.2,6.7,4,10,2023-03-04T07:31:24,2023-03-04T18:38:14,0.4,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-03-05,5.6,3.8,4.9,3,0.2,1.9,1.9,81.4,0.554,100,8.33,"rain,snow",0,0,32.7,21,327.9,1019,99.9,15.8,29.8,2.6,1,10,2023-03-05T07:29:15,2023-03-05T18:39:57,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,E4195,07003099999"
calais,2023-03-06,7.5,2.2,5.1,3.8,-0.2,1.7,2,80.6,1.878,100,37.5,"rain,snow",0,0,67.2,38.1,251.1,1006.9,93.7,13,54.6,4.7,2,10,2023-03-06T07:27:05,2023-03-06T18:41:40,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-03-07,6.5,2.4,4.5,2.5,-0.6,1,2.6,88,1.952,100,62.5,"rain,snow",0,0,54.4,32.4,284.7,1000.2,97.7,18.8,43.8,3.6,2,10,2023-03-07T07:24:55,2023-03-07T18:43:22,0.5,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-03-08,5.6,0.9,3.1,2.9,-5.3,-1.2,2.4,95.4,11.522,100,91.67,"rain,snow",1.2,0.5,49.5,30.8,100,991.8,99.5,7.6,18.3,1.6,1,10,2023-03-08T07:22:44,2023-03-08T18:45:04,0.53,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"07002099999,C9694,03797035047,06400099999,07010099999,07003099999"
calais,2023-03-09,13.1,3.6,7.3,13.1,0.7,6,6.4,94.3,20.204,100,87.5,rain,0,0,60.1,35.6,199,992.8,99.5,7.8,29.3,2.5,2,10,2023-03-09T07:20:32,2023-03-09T18:46:46,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-03-10,10.2,2.4,6.5,10.2,-2.8,2.1,4.1,85.2,6.227,100,45.83,"rain,snow",0,0,87.9,63.1,299.7,994.4,91,14.5,49.8,4.1,3,10,2023-03-10T07:18:21,2023-03-10T18:48:27,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
calais,2023-03-11,8.5,-1.7,3.7,7.6,-2.6,2,-1,72.7,0.202,100,12.5,rain,0,0,26.3,15.9,167.7,1010.7,80.8,19.5,102.8,9.1,5,10,2023-03-11T07:16:09,2023-03-11T18:50:09,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,D8013,06400099999,07010099999,07003099999"
calais,2023-03-12,11.7,4.4,9.1,11.7,0.7,7.4,7,87.3,0.079,100,12.5,rain,0,0,70.3,43.1,233.3,1008,94.1,11.5,91.8,7.8,4,10,2023-03-12T07:13:56,2023-03-12T18:51:50,0.67,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"07002099999,C9694,03797035047,07009099999,06400099999,07010099999,07003099999"
